,name,address,city,category,rating,url
4983,Basilio Inn,6 Galesville Ct,Staten Island,Italian,4.5,http://www.yelp.com/biz/basilio-inn-staten-island
4984,Fire Grilled Burgers,1077 Bay St,New York,Burgers,2.5,http://www.yelp.com/biz/fire-grilled-burgers-new-york
4985,Chinar On the Island,283 Sand Ln,Staten Island,Seafood,4.0,http://www.yelp.com/biz/chinar-on-the-island-staten-island
4986,Café Latté,309 Cromwell Ave,Staten Island,Ethnic Food,5.0,http://www.yelp.com/biz/caf%C3%A9-latt%C3%A9-staten-island
4987,Brooklyns Finest Pizzeria,1250 Hylan Blvd,Staten Island,Pizza,4.0,http://www.yelp.com/biz/brooklyns-finest-pizzeria-staten-island
4988,Chen's Restaurant,1434 Richmond Road Suite D,Staten Island,Restaurants,4.0,http://www.yelp.com/biz/chens-restaurant-staten-island
4989,Royal Crown Bakery,1350 Hylan Blvd,Staten Island,Italian,4.0,http://www.yelp.com/biz/royal-crown-bakery-staten-island
4990,Nakata,1775 D Richmond Rd,Staten Island,Japanese,4.5,http://www.yelp.com/biz/nakata-staten-island
4991,Lee's Tavern,60 Hancock St,Staten Island,Pizza,4.5,http://www.yelp.com/biz/lees-tavern-staten-island
4992,Nino's Restaurant,1110 Hylan Blvd,Staten Island,Italian,4.0,http://www.yelp.com/biz/ninos-restaurant-staten-island
4993,My Pizza,755 Targee St,Staten Island,Pizza,3.5,http://www.yelp.com/biz/my-pizza-staten-island
4994,The Indian Clove,2071 Clove Rd,Staten Island,Indian,3.0,http://www.yelp.com/biz/the-indian-clove-staten-island
4995,Joe & Pat's,1758 Victory Blvd,Staten Island,Pizza,4.0,http://www.yelp.com/biz/joe-and-pats-staten-island
4996,Paco's Mexican Bistro,1642 Hylan Blvd,Staten Island,Mexican,3.5,http://www.yelp.com/biz/pacos-mexican-bistro-staten-island
4997,The Road House,1400 Clove Rd,Staten Island,Pizza,3.0,http://www.yelp.com/biz/the-road-house-staten-island
4998,A & C Superette,884 Manor Road,Staten Island,Coffee & Tea,5.0,http://www.yelp.com/biz/a-and-c-superette-staten-island
4999,Primo Pizzeria,1282 Richmond Road,Staten Island,Pizza,4.0,http://www.yelp.com/biz/primo-pizzeria-staten-island
5000,Zorba's Mediterranean Grill,1458 Hylan Blvd,New York,Greek,4.5,http://www.yelp.com/biz/zorbas-mediterranean-grill-new-york
5001,Georges Coffee Shop,1456 Richmond Rd,Staten Island,Coffee & Tea,4.5,http://www.yelp.com/biz/georges-coffee-shop-staten-island
5002,Chen's Restaurant,1434 Richmond Road Suite D,Staten Island,Restaurants,4.0,http://www.yelp.com/biz/chens-restaurant-staten-island
5003,Napoli Pizza,1206 Victory Blvd,Staten Island,Pizza,3.0,http://www.yelp.com/biz/napoli-pizza-staten-island-2
5004,Fuji Sushi,1115 Hylan Blvd,Staten Island,Sushi Bars,3.5,http://www.yelp.com/biz/fuji-sushi-staten-island
5005,Cafe Luna,1300 Hylan Blvd,Staten Island,Diners,3.5,http://www.yelp.com/biz/cafe-luna-staten-island
5006,Café Latté,309 Cromwell Ave,Staten Island,Ethnic Food,5.0,http://www.yelp.com/biz/caf%C3%A9-latt%C3%A9-staten-island
5007,Incas Grill Peruvian Cuisine,2110 Clove Rd,Staten Island,Peruvian,5.0,http://www.yelp.com/biz/incas-grill-peruvian-cuisine-staten-island
5008,Tokyo Sushi Japanese,1710 Victory Blvd,Staten Island,Japanese,2.5,http://www.yelp.com/biz/tokyo-sushi-japanese-staten-island-2
5009,Nurnberger Bierhaus,817 Castleton Ave,Staten Island,German,4.5,http://www.yelp.com/biz/nurnberger-bierhaus-staten-island
5010,Crispy Pizza,782 Richmond Ter,Staten Island,Pizza,4.0,http://www.yelp.com/biz/crispy-pizza-staten-island-2
5011,Panini Grill,538 Forest Ave,Staten Island,Pizza,3.5,http://www.yelp.com/biz/panini-grill-staten-island
5012,Duffy's Tavern,650 Forest Ave,Staten Island,Pubs,4.0,http://www.yelp.com/biz/duffys-tavern-staten-island
5013,Pasticceria Bruno,676 Forest Ave,Staten Island,Bakeries,3.5,http://www.yelp.com/biz/pasticceria-bruno-staten-island-2
5014,New Asha Sri Lanka Restaurant,322 Victory Blvd,Staten Island,Indian,4.0,http://www.yelp.com/biz/new-asha-sri-lanka-restaurant-staten-island
5015,On Your Mark Cafe,639 Forest Ave,Staten Island,Breakfast & Brunch,5.0,http://www.yelp.com/biz/on-your-mark-cafe-staten-island
5016,Burrito Bar,585 Forest Ave,Staten Island,Mexican,3.0,http://www.yelp.com/biz/burrito-bar-staten-island
5017,Kings Arms Restaurant,500 Forest Ave,Staten Island,Restaurants,2.5,http://www.yelp.com/biz/kings-arms-restaurant-staten-island
5018,Indiglo Restaurant and Bar,530 Forest Ave,Staten Island,American (New),3.0,http://www.yelp.com/biz/indiglo-restaurant-and-bar-staten-island
5019,Afternoone's,415 Forest Ave,Staten Island,Restaurants,3.5,http://www.yelp.com/biz/afternoones-staten-island
5020,Call It A Wrap,1198 Forest Ave,Staten Island,Health Markets,3.5,http://www.yelp.com/biz/call-it-a-wrap-staten-island
5021,Sumac,1198 Forest Ave,Staten Island,Mediterranean,3.5,http://www.yelp.com/biz/sumac-staten-island
5022,Forest Thai Cuisine,1211 Forest Ave,Staten Island,Thai,3.5,http://www.yelp.com/biz/forest-thai-cuisine-staten-island
5023,Nucci's Restaurant,616 Forest Ave,Staten Island,Pizza,3.0,http://www.yelp.com/biz/nuccis-restaurant-staten-island
5024,Dick's Delicatessen,857 Castleton Ave,Staten Island,Delis,3.5,http://www.yelp.com/biz/dicks-delicatessen-staten-island
5025,Forest BBQ,1098 Forest Ave,Staten Island,Barbeque,4.5,http://www.yelp.com/biz/forest-bbq-staten-island
5026,Cafe Milano Pizzeria & Restaurant,401 Forest Ave,Staten Island,Pizza,3.0,http://www.yelp.com/biz/cafe-milano-pizzeria-and-restaurant-staten-island
5027,Dosa Garden,323 Victory Blvd,Staten Island,Indian,4.0,http://www.yelp.com/biz/dosa-garden-staten-island
5028,Blue,1115 Richmond Ter,Staten Island,Mediterranean,3.5,http://www.yelp.com/biz/blue-staten-island
5029,Don Julio Restaurant & Chifa Men Wha,50 Marshall St,Elizabeth,Peruvian,4.0,http://www.yelp.com/biz/don-julio-restaurant-and-chifa-men-wha-elizabeth
5030,Portugal Express,460 S Broad St,Elizabeth,Seafood,4.0,http://www.yelp.com/biz/portugal-express-elizabeth
5031,Lunchbox,1612 Forest Ave,Staten Island,American (New),4.0,http://www.yelp.com/biz/lunchbox-staten-island
5032,Food Express Truck,Across From Home Depot,Staten Island,Food Stands,4.5,http://www.yelp.com/biz/food-express-truck-staten-island
5033,Johnny Rockets,"651 Kapkowski Road, Sp. 2069",Elizabeth,Burgers,2.5,http://www.yelp.com/biz/johnny-rockets-elizabeth
5034,John's Famous Deli,15 Innis St,Staten Island,Delis,4.5,http://www.yelp.com/biz/johns-famous-deli-staten-island
5035,Al Santillo's Brick Oven Pizza,639 S Broad St,Elizabeth,Pizza,4.0,http://www.yelp.com/biz/al-santillos-brick-oven-pizza-elizabeth
5036,Brisas Colombianas Bakery,262 Morris Ave,Elizabeth,Bakeries,4.5,http://www.yelp.com/biz/brisas-colombianas-bakery-elizabeth
5037,Rob'z Pizza & BBQ Restaurant,602 E Jersey St,Elizabeth,Pizza,4.5,http://www.yelp.com/biz/robz-pizza-and-bbq-restaurant-elizabeth
5038,Denino's Pizzeria Tavern,524 Port Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/deninos-pizzeria-tavern-staten-island
5039,Buffalo Wild Wings,1447 Richmond Avenue,Staten Island,Chicken Wings,3.0,http://www.yelp.com/biz/buffalo-wild-wings-staten-island
5040,Pollo Campero,25 S Broad St,Elizabeth,Salad,4.5,http://www.yelp.com/biz/pollo-campero-elizabeth-2
5041,La Caravana Elizabeth,302 E Jersey St,Elizabeth,Peruvian,4.5,http://www.yelp.com/biz/la-caravana-elizabeth-elizabeth
5042,Yum Yum Chinese,Forest Commons Center,Staten Island,Chinese,3.0,http://www.yelp.com/biz/yum-yum-chinese-staten-island
5043,Upper Crust,238 Morningstar Rd,Staten Island,Pizza,4.5,http://www.yelp.com/biz/upper-crust-staten-island
5044,Brother's Pizzeria,750 Port Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/brothers-pizzeria-staten-island
5045,La Piazza,1445 Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/la-piazza-staten-island
5046,Planet Wings,2220 Forest Ave,Staten Island,Chicken Wings,3.0,http://www.yelp.com/biz/planet-wings-staten-island
5047,Empire Szechuan Restaurant,1537 Forest Ave,Staten Island,Chinese,4.0,http://www.yelp.com/biz/empire-szechuan-restaurant-staten-island
5048,Pho Mac Vietnamese Restaurant,1407 Richmond Ave,Staten Island,Vietnamese,3.5,http://www.yelp.com/biz/pho-mac-vietnamese-restaurant-staten-island
5049,Lunchbox,1612 Forest Ave,Staten Island,American (New),4.0,http://www.yelp.com/biz/lunchbox-staten-island
5050,John's Famous Deli,15 Innis St,Staten Island,Delis,4.5,http://www.yelp.com/biz/johns-famous-deli-staten-island
5051,Nurnberger Bierhaus,817 Castleton Ave,Staten Island,German,4.5,http://www.yelp.com/biz/nurnberger-bierhaus-staten-island
5052,Denino's Pizzeria Tavern,524 Port Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/deninos-pizzeria-tavern-staten-island
5053,Call It A Wrap,1198 Forest Ave,Staten Island,Health Markets,3.5,http://www.yelp.com/biz/call-it-a-wrap-staten-island
5054,Hibachi Grill and Supreme Buffet,1501 Forest  Ave,Staten Island,Buffets,3.0,http://www.yelp.com/biz/hibachi-grill-and-supreme-buffet-staten-island-2
5055,Empire Szechuan Restaurant,1537 Forest Ave,Staten Island,Chinese,4.0,http://www.yelp.com/biz/empire-szechuan-restaurant-staten-island
5056,Forest Thai Cuisine,1211 Forest Ave,Staten Island,Thai,3.5,http://www.yelp.com/biz/forest-thai-cuisine-staten-island
5057,Sumac,1198 Forest Ave,Staten Island,Mediterranean,3.5,http://www.yelp.com/biz/sumac-staten-island
5058,Volcano Japanese Cuisine,423 Broadway,Bayonne,Japanese,4.0,http://www.yelp.com/biz/volcano-japanese-cuisine-bayonne
5059,Osaka Oriental Food,1440 Forest Ave,Staten Island,Japanese,3.5,http://www.yelp.com/biz/osaka-oriental-food-staten-island
5060,Venga Mexican Grill,1903 Victory Blvd,Staten Island,Mexican,3.5,http://www.yelp.com/biz/venga-mexican-grill-staten-island
5061,Brother's Pizzeria,750 Port Richmond Ave,Staten Island,Pizza,4.0,http://www.yelp.com/biz/brothers-pizzeria-staten-island
5062,Panini Grill,538 Forest Ave,Staten Island,Pizza,3.5,http://www.yelp.com/biz/panini-grill-staten-island
5063,Duffy's Tavern,650 Forest Ave,Staten Island,Pubs,4.0,http://www.yelp.com/biz/duffys-tavern-staten-island
5064,Joe & Pat's,1758 Victory Blvd,Staten Island,Pizza,4.0,http://www.yelp.com/biz/joe-and-pats-staten-island
5065,Yum Yum Chinese,Forest Commons Center,Staten Island,Chinese,3.0,http://www.yelp.com/biz/yum-yum-chinese-staten-island
5066,Buffalo Wild Wings,1447 Richmond Avenue,Staten Island,Chicken Wings,3.0,http://www.yelp.com/biz/buffalo-wild-wings-staten-island
5067,Pasticceria Bruno,676 Forest Ave,Staten Island,Bakeries,3.5,http://www.yelp.com/biz/pasticceria-bruno-staten-island-2
5068,Upper Crust,238 Morningstar Rd,Staten Island,Pizza,4.5,http://www.yelp.com/biz/upper-crust-staten-island
5069,Jake's Wayback Burgers,870 Remsen Ave,New York,Burgers,3.5,http://www.yelp.com/biz/jakes-wayback-burgers-new-york
5070,Original Pizza,9514 AVENUE L,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/original-pizza-brooklyn-4
5071,Vivid Cafe,4617 Ave D,Brooklyn,Caribbean,3.5,http://www.yelp.com/biz/vivid-cafe-brooklyn
5072,Island Burger,915 Utica Ave,Brooklyn,Burgers,3.5,http://www.yelp.com/biz/island-burger-brooklyn-2
5073,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
5074,Ashoka Indian Grill,1436 Flatbush Ave,Brooklyn,Indian,4.5,http://www.yelp.com/biz/ashoka-indian-grill-brooklyn
5075,International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/international-paradise-restaurant-brooklyn
5076,Exquisite Delight,2847 Church Ave,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/exquisite-delight-brooklyn
5077,Bake & Things,184 E 35th St,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/bake-and-things-brooklyn
5078,Mannas Restaurant,478 Rockaway Ave,Brooklyn,American (New),3.5,http://www.yelp.com/biz/mannas-restaurant-brooklyn
5079,Strictly Vegetarian Restaurant,2268 Church Ave,Brooklyn,Vegetarian,4.5,http://www.yelp.com/biz/strictly-vegetarian-restaurant-brooklyn
5080,Bamboo Garden,9501 Avenue L,Brooklyn,Caribbean,3.0,http://www.yelp.com/biz/bamboo-garden-brooklyn
5081,Zen Vegetarian House,773 Flatbush Ave,Brooklyn,Vegetarian,4.0,http://www.yelp.com/biz/zen-vegetarian-house-brooklyn
5082,China Restaurant,937 Utica Ave,Brooklyn,Chinese,4.5,http://www.yelp.com/biz/china-restaurant-brooklyn
5083,De Island,8203 Flatlands Ave,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/de-island-brooklyn
5084,Gourmet Grill,6334 Ave N,Brooklyn,American (New),4.0,http://www.yelp.com/biz/gourmet-grill-brooklyn
5085,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,Delis,4.0,http://www.yelp.com/biz/mill-basin-kosher-delicatessen-brooklyn
5086,Syd's Serious Sandwich Shop,759 Nostrand Ave,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/syds-serious-sandwich-shop-brooklyn
5087,Super Wings,888 Utica Ave,Brooklyn,Chicken Wings,3.5,http://www.yelp.com/biz/super-wings-brooklyn-3
5088,Landi's Pork Store,5909 Ave N,Brooklyn,Meat Shops,5.0,http://www.yelp.com/biz/landis-pork-store-brooklyn
5089,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
5090,El Rey II Restaurant,1064 Liberty Ave,Brooklyn,Spanish,3.5,http://www.yelp.com/biz/el-rey-ii-restaurant-brooklyn
5091,Mannas Restaurant,478 Rockaway Ave,Brooklyn,American (New),3.5,http://www.yelp.com/biz/mannas-restaurant-brooklyn
5092,Caterina Pizza,3035 Fulton Street,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/caterina-pizza-brooklyn
5093,Original Pizza,9514 AVENUE L,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/original-pizza-brooklyn-4
5094,Kawaii Sushi,82-19 153rd Ave,Howard Beach,Sushi Bars,4.0,http://www.yelp.com/biz/kawaii-sushi-howard-beach
5095,Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,Italian,2.5,http://www.yelp.com/biz/olive-garden-italian-restaurant-brooklyn-3
5096,Jake's Wayback Burgers,870 Remsen Ave,New York,Burgers,3.5,http://www.yelp.com/biz/jakes-wayback-burgers-new-york
5097,Roti On the Run,3140 Fulton St,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/roti-on-the-run-brooklyn-2
5098,Boulder Creek Steakhouse,355 Gateway Dr,Brooklyn,Steakhouses,2.0,http://www.yelp.com/biz/boulder-creek-steakhouse-brooklyn-2
5099,Edna's Soul Food,2258 Atlantic Ave,Brooklyn,American (New),4.0,http://www.yelp.com/biz/ednas-soul-food-brooklyn
5100,Bamboo Garden,9501 Avenue L,Brooklyn,Caribbean,3.0,http://www.yelp.com/biz/bamboo-garden-brooklyn
5101,El Pollo Inka Peru,78-06 101st Ave,New York,Latin American,3.5,http://www.yelp.com/biz/el-pollo-inka-peru-new-york
5102,Delhi Heights,577 Decatur St,Brooklyn,Indian,4.0,http://www.yelp.com/biz/delhi-heights-brooklyn
5103,Angela's Pizzeria,3435 Fulton St,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/angelas-pizzeria-brooklyn
5104,Napoli's Pizza,594 Crescent St,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/napolis-pizza-brooklyn
5105,New Park Pizzeria,15671 Crossbay Blvd,Howard Beach,Pizza,4.0,http://www.yelp.com/biz/new-park-pizzeria-howard-beach
5106,Win Hou Chinese Restaurant,8221 153rd Avenue,Howard Beach,Chinese,3.5,http://www.yelp.com/biz/win-hou-chinese-restaurant-howard-beach
5107,New Jin Shing,1794 Broadway,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/new-jin-shing-brooklyn
5108,Armondo's Pizza,1413 Rockaway Pkwy,Brooklyn,Italian,4.0,http://www.yelp.com/biz/armondos-pizza-brooklyn
5109,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,Delis,4.0,http://www.yelp.com/biz/mill-basin-kosher-delicatessen-brooklyn
5110,Original Pizza,9514 AVENUE L,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/original-pizza-brooklyn-4
5111,Gourmet Grill,6334 Ave N,Brooklyn,American (New),4.0,http://www.yelp.com/biz/gourmet-grill-brooklyn
5112,Sushiyama,6612 Ave U,Brooklyn,Japanese,4.5,http://www.yelp.com/biz/sushiyama-brooklyn-3
5113,Landi's Pork Store,5909 Ave N,Brooklyn,Meat Shops,5.0,http://www.yelp.com/biz/landis-pork-store-brooklyn
5114,La Villa Pizzeria & Restaurant,6610 Ave U,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/la-villa-pizzeria-and-restaurant-brooklyn
5115,Panera Bread,5158 King's Plaza,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/panera-bread-brooklyn
5116,China Tokyo Restaurant,5908 Ave N,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/china-tokyo-restaurant-brooklyn
5117,E Sushi,2118 Flatbush Ave,Brooklyn,Sushi Bars,4.0,http://www.yelp.com/biz/e-sushi-brooklyn
5118,Bamboo Garden,9501 Avenue L,Brooklyn,Caribbean,3.0,http://www.yelp.com/biz/bamboo-garden-brooklyn
5119,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
5120,Joeper's Smokeshack,2085 Flatbush Ave,Brooklyn,Barbeque,4.0,http://www.yelp.com/biz/joepers-smokeshack-brooklyn
5121,Jake's Wayback Burgers,870 Remsen Ave,New York,Burgers,3.5,http://www.yelp.com/biz/jakes-wayback-burgers-new-york
5122,Sweet House Frozen Yogurt and Sushi,6305 Ave N,Brooklyn,Asian Fusion,4.0,http://www.yelp.com/biz/sweet-house-frozen-yogurt-and-sushi-brooklyn
5123,China Kettle Chinese Restaurant,6606 Avenue U,Brooklyn,Chinese,4.0,http://www.yelp.com/biz/china-kettle-chinese-restaurant-brooklyn
5124,Sbarro,Kings Plaza Mall,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/sbarro-brooklyn-2
5125,De Island,8203 Flatlands Ave,Brooklyn,Caribbean,4.0,http://www.yelp.com/biz/de-island-brooklyn
5126,Wilkens II Deli,7114 Ave U,Brooklyn,Delis,3.5,http://www.yelp.com/biz/wilkens-ii-deli-brooklyn
5127,Paco's Tacos,2368 Flatbush Ave,Brooklyn,Mexican,3.0,http://www.yelp.com/biz/pacos-tacos-brooklyn
5128,China New Star,2212 Flatbush Ave,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/china-new-star-brooklyn-2
5129,Mill Basin Kosher Delicatessen,5823 Ave T,Brooklyn,Delis,4.0,http://www.yelp.com/biz/mill-basin-kosher-delicatessen-brooklyn
5130,E Sushi,2118 Flatbush Ave,Brooklyn,Sushi Bars,4.0,http://www.yelp.com/biz/e-sushi-brooklyn
5131,Gourmet Grill,6334 Ave N,Brooklyn,American (New),4.0,http://www.yelp.com/biz/gourmet-grill-brooklyn
5132,Panera Bread,5158 King's Plaza,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/panera-bread-brooklyn
5133,Joeper's Smokeshack,2085 Flatbush Ave,Brooklyn,Barbeque,4.0,http://www.yelp.com/biz/joepers-smokeshack-brooklyn
5134,Brennan & Carr,3432 Nostrand Ave,Brooklyn,Sandwiches,4.0,http://www.yelp.com/biz/brennan-and-carr-brooklyn-2
5135,Landi's Pork Store,5909 Ave N,Brooklyn,Meat Shops,5.0,http://www.yelp.com/biz/landis-pork-store-brooklyn
5136,Sushiyama,6612 Ave U,Brooklyn,Japanese,4.5,http://www.yelp.com/biz/sushiyama-brooklyn-3
5137,China Tokyo Restaurant,5908 Ave N,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/china-tokyo-restaurant-brooklyn
5138,International Paradise Restaurant,2905 Glenwood Rd,Brooklyn,Caribbean,4.5,http://www.yelp.com/biz/international-paradise-restaurant-brooklyn
5139,Sakura,3118 Avenue U,Brooklyn,Sushi Bars,4.0,http://www.yelp.com/biz/sakura-brooklyn-3
5140,China New Star,2212 Flatbush Ave,Brooklyn,Chinese,3.5,http://www.yelp.com/biz/china-new-star-brooklyn-2
5141,Pronto Pizzeria & Ristorante,2928 Ave R,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/pronto-pizzeria-and-ristorante-brooklyn
5142,Paco's Tacos,2368 Flatbush Ave,Brooklyn,Mexican,3.0,http://www.yelp.com/biz/pacos-tacos-brooklyn
5143,Ashoka Indian Grill,1436 Flatbush Ave,Brooklyn,Indian,4.5,http://www.yelp.com/biz/ashoka-indian-grill-brooklyn
5144,La Villa Pizzeria & Restaurant,6610 Ave U,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/la-villa-pizzeria-and-restaurant-brooklyn
5145,Jay & Lloyd's Kosher Deli & Family Restaurant,2718 Avenue U,Brooklyn,Delis,4.0,http://www.yelp.com/biz/jay-and-lloyds-kosher-deli-and-family-restaurant-brooklyn
5146,Memo Shishkebob,1821 Kings Hwy,Brooklyn,Middle Eastern,4.0,http://www.yelp.com/biz/memo-shishkebob-brooklyn
5147,Chikurin,1777 Ocean Ave,Brooklyn,Japanese,3.5,http://www.yelp.com/biz/chikurin-brooklyn
5148,Sbarro,Kings Plaza Mall,Brooklyn,Pizza,3.5,http://www.yelp.com/biz/sbarro-brooklyn-2
5149,Sagar Chinese,87-47 Homelawn St,Jamaica,Chinese,3.5,http://www.yelp.com/biz/sagar-chinese-jamaica
5150,Latin Grill Factory,89-02 165th St,Jamaica,Latin American,5.0,http://www.yelp.com/biz/latin-grill-factory-jamaica
5151,Genesis,16223 Hillside Ave,Jamaica,Caribbean,4.0,http://www.yelp.com/biz/genesis-jamaica
5152,Annam Brahma,8443 164th St,Jamaica,Vegetarian,4.0,http://www.yelp.com/biz/annam-brahma-jamaica
5153,La Cocina Restaurant,16002 Hillside Ave,Jamaica,Dominican,3.0,http://www.yelp.com/biz/la-cocina-restaurant-jamaica
5154,Salad Shack,154-05 Union Tpke,Flushing,Salad,4.0,http://www.yelp.com/biz/salad-shack-flushing
5155,Panorama Cafe,84-73 Parsons Blvd,Jamaica,Coffee & Tea,4.0,http://www.yelp.com/biz/panorama-cafe-jamaica-3
5156,Sagar Restaurant,168-25B Hillside Ave,Jamaica,Indian,4.0,http://www.yelp.com/biz/sagar-restaurant-jamaica
5157,John's Pizzeria & Restaurant,83-40 Parsons Blvd,Jamaica,Pizza,4.0,http://www.yelp.com/biz/johns-pizzeria-and-restaurant-jamaica-2
5158,Golden Chicken,17944 Hillside Ave,Jamaica,Chicken Wings,4.0,http://www.yelp.com/biz/golden-chicken-jamaica
5159,Pupusa Market,14516 Jamaica Ave,Jamaica,Latin American,4.5,http://www.yelp.com/biz/pupusa-market-jamaica
5160,Tierras Centro Americanas,87-52 168th St,Jamaica,Latin American,4.0,http://www.yelp.com/biz/tierras-centro-americanas-jamaica
5161,Acquista Trattoria,178-01 Union Tpke,Flushing,Pizza,4.0,http://www.yelp.com/biz/acquista-trattoria-flushing-2
5162,Rocoto Restaurant,178-27 Hillside Ave,Jamaica,Peruvian,4.0,http://www.yelp.com/biz/rocoto-restaurant-jamaica
5163,PP Boy Japan Teriyaki & Sushi,90-22 161th St,Jamaica,Japanese,4.5,http://www.yelp.com/biz/pp-boy-japan-teriyaki-and-sushi-jamaica
5164,Sweet Garden,79-22 Parsons Blvd,Flushing,Chinese,3.5,http://www.yelp.com/biz/sweet-garden-flushing
5165,Benny's Pizza,175-63 Hillside Ave,Jamaica,Pizza,4.0,http://www.yelp.com/biz/bennys-pizza-jamaica
5166,Charcoal Kabab,169-28 Hillside Ave,New York,Middle Eastern,4.5,http://www.yelp.com/biz/charcoal-kabab-new-york
5167,New Tokyo,162-16 Union Tpke,Fresh Meadows,Japanese,3.0,http://www.yelp.com/biz/new-tokyo-fresh-meadows-7
5168,Hado Sushi,138-40 86th Ave,Briarwood,Sushi Bars,4.0,http://www.yelp.com/biz/hado-sushi-briarwood
5169,Mian,184-02 Horace Harding Expy,Fresh Meadows,Chinese,4.0,http://www.yelp.com/biz/mian-fresh-meadows
5170,Acquista Trattoria,178-01 Union Tpke,Flushing,Pizza,4.0,http://www.yelp.com/biz/acquista-trattoria-flushing-2
5171,Tea Shop & Bakery,61-09 Utopia Pkwy,Fresh Meadows,Coffee & Tea,3.0,http://www.yelp.com/biz/tea-shop-and-bakery-fresh-meadows
5172,Sagar Chinese,87-47 Homelawn St,Jamaica,Chinese,3.5,http://www.yelp.com/biz/sagar-chinese-jamaica
5173,Tienda Vieja Colombian Restaurant,6562 Fresh Meadows Ln,Flushing,Latin American,3.5,http://www.yelp.com/biz/tienda-vieja-colombian-restaurant-flushing
5174,Salad Shack,154-05 Union Tpke,Flushing,Salad,4.0,http://www.yelp.com/biz/salad-shack-flushing
5175,Thai Taste Restaurant,178-19 Union Tpke,Flushing,Thai,3.5,http://www.yelp.com/biz/thai-taste-restaurant-flushing
5176,Qdoba Mexican Grill,6140 188th St,Fresh Meadows,Mexican,3.5,http://www.yelp.com/biz/qdoba-mexican-grill-fresh-meadows
5177,Cafe Muscat,178-07 Union Tpke,Fresh Meadows,Kosher,4.0,http://www.yelp.com/biz/cafe-muscat-fresh-meadows
5178,Tost Cafe,6010 Kissena Blvd,Flushing,Sandwiches,3.5,http://www.yelp.com/biz/tost-cafe-flushing-2
5179,The Oneness-Fountain-Heart,157-19 72nd Ave,Flushing,Vegetarian,4.0,http://www.yelp.com/biz/the-oneness-fountain-heart-flushing
5180,CJ's Cafe,177-15 Union Tpke,Fresh Meadow,Cafes,4.5,http://www.yelp.com/biz/cjs-cafe-fresh-meadow
5181,Latin Grill Factory,89-02 165th St,Jamaica,Latin American,5.0,http://www.yelp.com/biz/latin-grill-factory-jamaica
5182,Gan Da Sushi,8008 Surrey Pl,Jamaica,Sushi Bars,4.0,http://www.yelp.com/biz/gan-da-sushi-jamaica
5183,Sushi You,215-05 73rd Ave,Oakland Gardens,Sushi Bars,4.0,http://www.yelp.com/biz/sushi-you-oakland-gardens-3
5184,Sweet Garden,79-22 Parsons Blvd,Flushing,Chinese,3.5,http://www.yelp.com/biz/sweet-garden-flushing
5185,Brother's Pizzeria,18504 Horace Harding Expy,Flushing,Pizza,4.0,http://www.yelp.com/biz/brothers-pizzeria-flushing
5186,Golden Chicken,17944 Hillside Ave,Jamaica,Chicken Wings,4.0,http://www.yelp.com/biz/golden-chicken-jamaica
5187,Rajdhani Indian Restaurant,206 12 Hillside Ave,Queens Village,Indian,4.5,http://www.yelp.com/biz/rajdhani-indian-restaurant-queens-village
